term_id,canonical_label,chapter,category,semantic_type,definition,distinction,allowed_aliases,status,book_i_source,book_ii_source,book_iii_source,source_basis,version_introduced,examples,counterexamples,relationship_ids,constraints,lifecycle_transition_ids
HAL-TERM-0123,Purpose Limitation,10,Privacy,Use constraint,"The rule that governed data may be collected, used, shared, and retained only for declared, authorized, compatible purposes.",Availability or technical usefulness does not establish purpose.,,Approved,Book I Decision 32,Book II Chapter 19,Book III Chapters 4 and 5,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0123` when it uses **Purpose Limitation** with this exact governed meaning: The rule that governed data may be collected, used, shared, and retained only for declared, authorized, compatible purposes.",A dependent artifact uses **Purpose Limitation** in a way that violates its required distinction: Availability or technical usefulness does not establish purpose.,,Availability or technical usefulness does not establish purpose.,
HAL-TERM-0124,Data Minimization,10,Privacy,Collection and use constraint,"The rule that only the least data reasonably necessary for an authorized purpose may be collected, processed, retained, and disclosed.","Minimization applies to fields, precision, population, duration, access, and derived inferences.",,Approved,Book I Decision 32,Book II Chapter 19,Book III Chapters 4 and 5,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0124` when it uses **Data Minimization** with this exact governed meaning: The rule that only the least data reasonably necessary for an authorized purpose may be collected, processed, retained, and disclosed.","A dependent artifact uses **Data Minimization** in a way that violates its required distinction: Minimization applies to fields, precision, population, duration, access, and derived inferences.",,"Minimization applies to fields, precision, population, duration, access, and derived inferences.",
HAL-TERM-0125,Retention Class,10,Privacy,Lifecycle label,"A governed category defining retention period, review, legal or constitutional hold behavior, archival, and disposal requirements.",A Retention Class does not itself authorize collection or access.,,Approved,Book I Decision 32,Book II Chapter 19,Book III Chapters 4 and 5,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0125` when it uses **Retention Class** with this exact governed meaning: A governed category defining retention period, review, legal or constitutional hold behavior, archival, and disposal requirements.",A dependent artifact uses **Retention Class** in a way that violates its required distinction: A Retention Class does not itself authorize collection or access.,HAL-REL-0043,A Retention Class does not itself authorize collection or access.,
HAL-TERM-0126,Secret,10,Security,Sensitive authentication material,"Confidential material whose disclosure could enable unauthorized access, impersonation, decryption, signing, or protected operation.",An Identifier or public key is not a Secret merely because it is security-related.,,Approved,"Book I Decisions 27, 37, and 39","Book II Chapters 05, 19, and 26",Book III Chapters 2 and 5,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0126` when it uses **Secret** with this exact governed meaning: Confidential material whose disclosure could enable unauthorized access, impersonation, decryption, signing, or protected operation.",A dependent artifact uses **Secret** in a way that violates its required distinction: An Identifier or public key is not a Secret merely because it is security-related.,,An Identifier or public key is not a Secret merely because it is security-related.,
HAL-TERM-0127,Cryptographic Key,10,Security,Cryptographic material,"A governed value used by an approved cryptographic operation and managed through generation, storage, access, rotation, revocation, destruction, and provenance controls.",A key's possession does not itself establish business Authority.,,Approved,"Book I Decisions 27, 37, and 39","Book II Chapters 05, 19, and 26",Book III Chapters 2 and 5,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0127` when it uses **Cryptographic Key** with this exact governed meaning: A governed value used by an approved cryptographic operation and managed through generation, storage, access, rotation, revocation, destruction, and provenance controls.",A dependent artifact uses **Cryptographic Key** in a way that violates its required distinction: A key's possession does not itself establish business Authority.,,A key's possession does not itself establish business Authority.,
HAL-TERM-0128,Security Control,10,Security,Protective control,"A safeguard intended to protect confidentiality, integrity, availability, identity assurance, or system resilience.",A Security Control protecting HAL is distinct from an Authority Control preventing HAL from exceeding its mandate.,,Approved,"Book I Decisions 27, 37, and 39","Book II Chapters 05, 19, and 26",Book III Chapters 2 and 5,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0128` when it uses **Security Control** with this exact governed meaning: A safeguard intended to protect confidentiality, integrity, availability, identity assurance, or system resilience.",A dependent artifact uses **Security Control** in a way that violates its required distinction: A Security Control protecting HAL is distinct from an Authority Control preventing HAL from exceeding its mandate.,,A Security Control protecting HAL is distinct from an Authority Control preventing HAL from exceeding its mandate.,
HAL-TERM-0129,Authority Control,10,Authority,Mandate-limiting control,"A safeguard that prevents a Principal, component, or HAL from deciding or acting beyond governed Authority.","It is not interchangeable with a Security Control, though one mechanism may support both.",,Approved,"Book I Decisions 27, 37, and 39","Book II Chapters 05, 19, and 26",Book III Chapters 2 and 5,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0129` when it uses **Authority Control** with this exact governed meaning: A safeguard that prevents a Principal, component, or HAL from deciding or acting beyond governed Authority.","A dependent artifact uses **Authority Control** in a way that violates its required distinction: It is not interchangeable with a Security Control, though one mechanism may support both.",,"It is not interchangeable with a Security Control, though one mechanism may support both.",
HAL-TERM-0130,Runtime,11,Operations,Execution environment,"The governed combination of processes, state, resources, policies, dependencies, and environments in which HAL behavior executes.",A Runtime is not HAL's constitutional identity.,,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0130` when it uses **Runtime** with this exact governed meaning: The governed combination of processes, state, resources, policies, dependencies, and environments in which HAL behavior executes.",A dependent artifact uses **Runtime** in a way that violates its required distinction: A Runtime is not HAL's constitutional identity.,,A Runtime is not HAL's constitutional identity.,
HAL-TERM-0131,Node,11,Operations,Execution entity,"A governed compute or device participant capable of hosting workload, state, sensing, or action under the runtime architecture.",A Node does not independently become HAL or own authoritative state without explicit designation.,,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0131` when it uses **Node** with this exact governed meaning: A governed compute or device participant capable of hosting workload, state, sensing, or action under the runtime architecture.",A dependent artifact uses **Node** in a way that violates its required distinction: A Node does not independently become HAL or own authoritative state without explicit designation.,,A Node does not independently become HAL or own authoritative state without explicit designation.,
HAL-TERM-0132,Service,11,Operations,Component deployment role,A deployable runtime boundary providing one or more governed responsibilities or interfaces.,"A Service is not automatically an architectural component, capability, or authority domain.",,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0132` when it uses **Service** with this exact governed meaning: A deployable runtime boundary providing one or more governed responsibilities or interfaces.,"A dependent artifact uses **Service** in a way that violates its required distinction: A Service is not automatically an architectural component, capability, or authority domain.",HAL-REL-0044,"A Service is not automatically an architectural component, capability, or authority domain.",HAL-TRANS-0021; HAL-TRANS-0022; HAL-TRANS-0023; HAL-TRANS-0024
HAL-TERM-0133,Supervisor,11,Operations,Runtime control role,"A component that monitors and governs workload lifecycle, desired state, health, restart, containment, and escalation within its authority.",A Supervisor must not conceal repeated failure through unlimited restart loops.,,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0133` when it uses **Supervisor** with this exact governed meaning: A component that monitors and governs workload lifecycle, desired state, health, restart, containment, and escalation within its authority.",A dependent artifact uses **Supervisor** in a way that violates its required distinction: A Supervisor must not conceal repeated failure through unlimited restart loops.,HAL-REL-0044,A Supervisor must not conceal repeated failure through unlimited restart loops.,
HAL-TERM-0134,Desired State,11,Operations,Control target,The governed runtime condition an authorized controller intends the system to maintain.,Desired State is not proof of Observed State or successful convergence.,,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0134` when it uses **Desired State** with this exact governed meaning: The governed runtime condition an authorized controller intends the system to maintain.,A dependent artifact uses **Desired State** in a way that violates its required distinction: Desired State is not proof of Observed State or successful convergence.,HAL-REL-0046,Desired State is not proof of Observed State or successful convergence.,
HAL-TERM-0135,Observed State,11,Operations,Runtime observation,The evidenced runtime condition measured at a defined time and scope.,"Observation may be stale, partial, or uncertain and must not be treated as Desired State.",,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0135` when it uses **Observed State** with this exact governed meaning: The evidenced runtime condition measured at a defined time and scope.,"A dependent artifact uses **Observed State** in a way that violates its required distinction: Observation may be stale, partial, or uncertain and must not be treated as Desired State.",,"Observation may be stale, partial, or uncertain and must not be treated as Desired State.",
HAL-TERM-0136,Health,11,Operations,Operational assessment,A multidimensional assessment of a component's ability to perform its declared responsibilities within current constraints.,Process liveness alone is not Health.,,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0136` when it uses **Health** with this exact governed meaning: A multidimensional assessment of a component's ability to perform its declared responsibilities within current constraints.,A dependent artifact uses **Health** in a way that violates its required distinction: Process liveness alone is not Health.,,Process liveness alone is not Health.,
HAL-TERM-0137,Liveness,11,Operations,Runtime signal,Evidence that a workload is running or able to make progress according to a narrow declared probe.,"Liveness does not establish readiness, correctness, authorization, or safety.",,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0137` when it uses **Liveness** with this exact governed meaning: Evidence that a workload is running or able to make progress according to a narrow declared probe.,"A dependent artifact uses **Liveness** in a way that violates its required distinction: Liveness does not establish readiness, correctness, authorization, or safety.",,"Liveness does not establish readiness, correctness, authorization, or safety.",
HAL-TERM-0138,Readiness,11,Operations,Admission signal,"Evidence that a workload may receive its declared class of work under current dependencies, configuration, and safety conditions.",Readiness is scoped and must not be inferred from Liveness.,,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0138` when it uses **Readiness** with this exact governed meaning: Evidence that a workload may receive its declared class of work under current dependencies, configuration, and safety conditions.",A dependent artifact uses **Readiness** in a way that violates its required distinction: Readiness is scoped and must not be inferred from Liveness.,,Readiness is scoped and must not be inferred from Liveness.,
HAL-TERM-0139,Resource,11,Operations,Governed capacity,"A bounded consumable or allocatable asset such as compute, memory, storage, bandwidth, attention, time, energy, or device capacity.",Resource availability does not imply authority to allocate or consume it.,,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0139` when it uses **Resource** with this exact governed meaning: A bounded consumable or allocatable asset such as compute, memory, storage, bandwidth, attention, time, energy, or device capacity.",A dependent artifact uses **Resource** in a way that violates its required distinction: Resource availability does not imply authority to allocate or consume it.,HAL-REL-0045,Resource availability does not imply authority to allocate or consume it.,
HAL-TERM-0140,Reservation,11,Operations,Resource claim,A time-bounded governed allocation claim against a Resource for a declared purpose and owner.,A Reservation is not proof the resource was consumed or the work completed.,,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0140` when it uses **Reservation** with this exact governed meaning: A time-bounded governed allocation claim against a Resource for a declared purpose and owner.,A dependent artifact uses **Reservation** in a way that violates its required distinction: A Reservation is not proof the resource was consumed or the work completed.,HAL-REL-0045,A Reservation is not proof the resource was consumed or the work completed.,
HAL-TERM-0141,Degraded Mode,11,Operations,Operating state,"A declared operating state in which selected capabilities or service levels are reduced while higher-priority constitutional, authority, safety, privacy, and evidence obligations remain protected.",Degradation must not silently weaken non-degradable controls.,,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0141` when it uses **Degraded Mode** with this exact governed meaning: A declared operating state in which selected capabilities or service levels are reduced while higher-priority constitutional, authority, safety, privacy, and evidence obligations remain protected.",A dependent artifact uses **Degraded Mode** in a way that violates its required distinction: Degradation must not silently weaken non-degradable controls.,,Degradation must not silently weaken non-degradable controls.,
HAL-TERM-0142,Safe Mode,11,Operations,Protective operating state,"A constrained operating state that prioritizes containment, Owner communication, essential evidence, and prevention of unauthorized or unsafe effects.",Safe Mode is not a generic low-performance mode.,,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0142` when it uses **Safe Mode** with this exact governed meaning: A constrained operating state that prioritizes containment, Owner communication, essential evidence, and prevention of unauthorized or unsafe effects.",A dependent artifact uses **Safe Mode** in a way that violates its required distinction: Safe Mode is not a generic low-performance mode.,,Safe Mode is not a generic low-performance mode.,
HAL-TERM-0143,Restricted Mode,11,Operations,Authority-limited state,"An operating state in which selected capabilities, integrations, or authority paths are disabled or narrowed because required trust, evidence, policy, or assurance is unavailable.","It must be explicit, observable, and reversible through governed recovery.",,Approved,"Book I Decisions 29, 38, 42, 47, and 51","Book II Chapters 02, 27, 28, 33, and 34","Book III Chapters 3, 4, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0143` when it uses **Restricted Mode** with this exact governed meaning: An operating state in which selected capabilities, integrations, or authority paths are disabled or narrowed because required trust, evidence, policy, or assurance is unavailable.","A dependent artifact uses **Restricted Mode** in a way that violates its required distinction: It must be explicit, observable, and reversible through governed recovery.",,"It must be explicit, observable, and reversible through governed recovery.",
HAL-TERM-0144,Incident,11,Operations,Governed adverse event,"An event or condition requiring coordinated response because it threatens constitutional conformance, authority, security, privacy, trust, availability, integrity, or material outcomes.",An anomaly is not necessarily an Incident until classification criteria are met.,,Approved,"Book I Decisions 38, 42, and 50",Book II Chapters 27 and 28,"Book III Chapters 5, 6, 7, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0144` when it uses **Incident** with this exact governed meaning: An event or condition requiring coordinated response because it threatens constitutional conformance, authority, security, privacy, trust, availability, integrity, or material outcomes.",A dependent artifact uses **Incident** in a way that violates its required distinction: An anomaly is not necessarily an Incident until classification criteria are met.,,An anomaly is not necessarily an Incident until classification criteria are met.,
HAL-TERM-0145,Quarantine,11,Operations,Containment state,"A governed isolation state preventing a component, artifact, identity, message, or data set from participating beyond an explicitly limited inspection boundary.",Quarantine is not deletion and must preserve required evidence.,,Approved,"Book I Decisions 38, 42, and 50",Book II Chapters 27 and 28,"Book III Chapters 5, 6, 7, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0145` when it uses **Quarantine** with this exact governed meaning: A governed isolation state preventing a component, artifact, identity, message, or data set from participating beyond an explicitly limited inspection boundary.",A dependent artifact uses **Quarantine** in a way that violates its required distinction: Quarantine is not deletion and must preserve required evidence.,,Quarantine is not deletion and must preserve required evidence.,
HAL-TERM-0146,Recovery,11,Operations,Restoration process,"The governed process of restoring acceptable identity, authority, state, service, evidence, and trust after failure or compromise.",Restart alone is not Recovery.,,Approved,"Book I Decisions 38, 42, and 50",Book II Chapters 27 and 28,"Book III Chapters 5, 6, 7, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0146` when it uses **Recovery** with this exact governed meaning: The governed process of restoring acceptable identity, authority, state, service, evidence, and trust after failure or compromise.",A dependent artifact uses **Recovery** in a way that violates its required distinction: Restart alone is not Recovery.,HAL-REL-0046,Restart alone is not Recovery.,
HAL-TERM-0147,Recovery Point Objective,11,Operations,Recovery target,The maximum tolerable loss or unavailability of recoverable state measured from the disruption point for a declared domain.,"RPO is a target, not proof that recovery met it.",RPO,Approved,"Book I Decisions 38, 42, and 50",Book II Chapters 27 and 28,"Book III Chapters 5, 6, 7, and 8",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0147` when it uses **Recovery Point Objective** with this exact governed meaning: The maximum tolerable loss or unavailability of recoverable state measured from the disruption point for a declared domain.,"A dependent artifact uses **Recovery Point Objective** in a way that violates its required distinction: RPO is a target, not proof that recovery met it.",,"RPO is a target, not proof that recovery met it.",
HAL-TERM-0148,Recovery Time Objective,11,Operations,Recovery target,The target duration for restoring a declared service or capability to its required state after disruption.,RTO does not authorize unsafe shortcuts during recovery.,RTO,Approved,"Book I Decisions 38, 42, and 50",Book II Chapters 27 and 28,"Book III Chapters 5, 6, 7, and 8",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0148` when it uses **Recovery Time Objective** with this exact governed meaning: The target duration for restoring a declared service or capability to its required state after disruption.,A dependent artifact uses **Recovery Time Objective** in a way that violates its required distinction: RTO does not authorize unsafe shortcuts during recovery.,,RTO does not authorize unsafe shortcuts during recovery.,
HAL-TERM-0149,Release,11,Engineering,Governed artifact set,"A versioned, traceable, qualified set of software, configuration, schemas, models, and deployment artifacts approved for a declared environment and scope.",A successful build is not a Release.,,Approved,"Book I Decisions 43, 50, and 58",Book II Chapters 29 and 35,"Book III Chapters 1, 7, 8, and 9",Engineering term normalized under Books I–III,1.0,"A dependent artifact cites `HAL-TERM-0149` when it uses **Release** with this exact governed meaning: A versioned, traceable, qualified set of software, configuration, schemas, models, and deployment artifacts approved for a declared environment and scope.",A dependent artifact uses **Release** in a way that violates its required distinction: A successful build is not a Release.,HAL-REL-0054,A successful build is not a Release.,HAL-TRANS-0025; HAL-TRANS-0026
HAL-TERM-0150,Migration,11,Engineering,State or contract change,"A governed transition of data, state, schema, interface, configuration, or runtime behavior from one compatible condition to another.",A Migration must distinguish reversible steps from irreversible effects and compensation.,,Approved,"Book I Decisions 43, 50, and 58",Book II Chapters 29 and 35,"Book III Chapters 1, 7, 8, and 9",Engineering term normalized under Books I–III,1.0,"A dependent artifact cites `HAL-TERM-0150` when it uses **Migration** with this exact governed meaning: A governed transition of data, state, schema, interface, configuration, or runtime behavior from one compatible condition to another.",A dependent artifact uses **Migration** in a way that violates its required distinction: A Migration must distinguish reversible steps from irreversible effects and compensation.,,A Migration must distinguish reversible steps from irreversible effects and compensation.,
HAL-TERM-0151,Architecture Decision Record,11,Engineering,Decision record,"A durable record of a consequential architecture decision, context, alternatives, rationale, consequences, source traceability, and review status.",An ADR cannot authorize deviation from Book II without the approved architecture-governance process.,ADR,Approved,"Book I Decisions 43, 50, and 58",Book II Chapters 29 and 35,"Book III Chapters 1, 7, 8, and 9",Engineering term normalized under Books I–III,1.0,"A dependent artifact cites `HAL-TERM-0151` when it uses **Architecture Decision Record** with this exact governed meaning: A durable record of a consequential architecture decision, context, alternatives, rationale, consequences, source traceability, and review status.",A dependent artifact uses **Architecture Decision Record** in a way that violates its required distinction: An ADR cannot authorize deviation from Book II without the approved architecture-governance process.,HAL-REL-0047,An ADR cannot authorize deviation from Book II without the approved architecture-governance process.,
HAL-TERM-0152,Architecture Deviation,11,Engineering,Governed exception class,"A documented departure from an applicable Book II requirement processed through architecture governance with scope, risk, evidence, approval, and expiry or remediation.",It is not an ordinary Book III control exception and cannot amend Book II silently.,,Approved,"Book I Decisions 43, 50, and 58",Book II Chapters 29 and 35,"Book III Chapters 1, 7, 8, and 9",Engineering term normalized under Books I–III,1.0,"A dependent artifact cites `HAL-TERM-0152` when it uses **Architecture Deviation** with this exact governed meaning: A documented departure from an applicable Book II requirement processed through architecture governance with scope, risk, evidence, approval, and expiry or remediation.",A dependent artifact uses **Architecture Deviation** in a way that violates its required distinction: It is not an ordinary Book III control exception and cannot amend Book II silently.,,It is not an ordinary Book III control exception and cannot amend Book II silently.,
HAL-TERM-0153,Control,11,Engineering,Enforceable rule record,"A stable, attributable requirement with applicability, responsibility, enforcement, evidence, severity, exception authority, verification, and source traceability.",Advice is not a Control unless it is made objectively reviewable.,,Approved,"Book I Decisions 43, 50, and 58",Book II Chapters 29 and 35,"Book III Chapters 1, 7, 8, and 9",Engineering term normalized under Books I–III,1.0,"A dependent artifact cites `HAL-TERM-0153` when it uses **Control** with this exact governed meaning: A stable, attributable requirement with applicability, responsibility, enforcement, evidence, severity, exception authority, verification, and source traceability.",A dependent artifact uses **Control** in a way that violates its required distinction: Advice is not a Control unless it is made objectively reviewable.,HAL-REL-0048,Advice is not a Control unless it is made objectively reviewable.,
HAL-TERM-0154,Exception,11,Engineering,Time-bounded control relief,"A documented, scoped, risk-assessed, compensating, approved, expiring departure from a waivable lower-order Control.",A constitutional invariant cannot be waived; an Architecture Deviation uses its own governance path.,waiver,Approved,"Book I Decisions 43, 50, and 58",Book II Chapters 29 and 35,"Book III Chapters 1, 7, 8, and 9",Engineering term normalized under Books I–III,1.0,"A dependent artifact cites `HAL-TERM-0154` when it uses **Exception** with this exact governed meaning: A documented, scoped, risk-assessed, compensating, approved, expiring departure from a waivable lower-order Control.",A dependent artifact uses **Exception** in a way that violates its required distinction: A constitutional invariant cannot be waived; an Architecture Deviation uses its own governance path.,HAL-REL-0048,A constitutional invariant cannot be waived; an Architecture Deviation uses its own governance path.,HAL-TRANS-0027; HAL-TRANS-0028
HAL-TERM-0155,Definition of Ready,11,Engineering,Entry criteria,The minimum evidenced conditions required before consequential implementation work may begin or enter its next controlled stage.,Readiness does not imply approval to release or cross the Reality Boundary.,DoR,Approved,"Book I Decisions 43, 50, and 58",Book II Chapters 29 and 35,"Book III Chapters 1, 7, 8, and 9",Engineering term normalized under Books I–III,1.0,A dependent artifact cites `HAL-TERM-0155` when it uses **Definition of Ready** with this exact governed meaning: The minimum evidenced conditions required before consequential implementation work may begin or enter its next controlled stage.,A dependent artifact uses **Definition of Ready** in a way that violates its required distinction: Readiness does not imply approval to release or cross the Reality Boundary.,,Readiness does not imply approval to release or cross the Reality Boundary.,
HAL-TERM-0156,Definition of Done,11,Engineering,Completion criteria,The minimum evidenced conditions required before work may be treated as complete within a declared scope.,"Done does not erase post-release monitoring, retention, or recovery obligations.",DoD,Approved,"Book I Decisions 43, 50, and 58",Book II Chapters 29 and 35,"Book III Chapters 1, 7, 8, and 9",Engineering term normalized under Books I–III,1.0,A dependent artifact cites `HAL-TERM-0156` when it uses **Definition of Done** with this exact governed meaning: The minimum evidenced conditions required before work may be treated as complete within a declared scope.,"A dependent artifact uses **Definition of Done** in a way that violates its required distinction: Done does not erase post-release monitoring, retention, or recovery obligations.",,"Done does not erase post-release monitoring, retention, or recovery obligations.",
HAL-TERM-0157,Canonical Label,12,Naming,Naming element,The single approved label used as the primary reference for one Canonical Term.,Capitalization is part of controlled usage when needed to distinguish the term from ordinary language.,,Approved,Book I Constitutional Governance and Decision 58,"Book II Chapters 29, 30, and 35","Book III Chapters 1, 3, 4, 8, and 9",Book X semantic-governance choice constrained by higher-order sources,1.0,A dependent artifact cites `HAL-TERM-0157` when it uses **Canonical Label** with this exact governed meaning: The single approved label used as the primary reference for one Canonical Term.,A dependent artifact uses **Canonical Label** in a way that violates its required distinction: Capitalization is part of controlled usage when needed to distinguish the term from ordinary language.,,Capitalization is part of controlled usage when needed to distinguish the term from ordinary language.,
HAL-TERM-0158,Acronym,12,Naming,Abbreviated label,An approved shortened form mapped to exactly one canonical expansion within its declared scope.,An Acronym must be expanded on first use unless the audience and artifact make the meaning unambiguous.,,Approved,Book I Constitutional Governance and Decision 58,"Book II Chapters 29, 30, and 35","Book III Chapters 1, 3, 4, 8, and 9",Book X semantic-governance choice constrained by higher-order sources,1.0,A dependent artifact cites `HAL-TERM-0158` when it uses **Acronym** with this exact governed meaning: An approved shortened form mapped to exactly one canonical expansion within its declared scope.,A dependent artifact uses **Acronym** in a way that violates its required distinction: An Acronym must be expanded on first use unless the audience and artifact make the meaning unambiguous.,,An Acronym must be expanded on first use unless the audience and artifact make the meaning unambiguous.,
HAL-TERM-0159,Semantic Version,12,Governance,Compatibility marker,A version assigned to the Book X corpus to communicate the compatibility impact of semantic changes.,"It does not replace the versioning of Books I-III, components, or interfaces.",,Approved,Book I Constitutional Governance and Decision 58,"Book II Chapters 29, 30, and 35","Book III Chapters 1, 3, 4, 8, and 9",Book X semantic-governance choice constrained by higher-order sources,1.0,A dependent artifact cites `HAL-TERM-0159` when it uses **Semantic Version** with this exact governed meaning: A version assigned to the Book X corpus to communicate the compatibility impact of semantic changes.,"A dependent artifact uses **Semantic Version** in a way that violates its required distinction: It does not replace the versioning of Books I-III, components, or interfaces.",,"It does not replace the versioning of Books I-III, components, or interfaces.",
HAL-TERM-0160,Term Status,12,Governance,Lifecycle label,"The controlled state of a Term Record: Proposed, Candidate, Approved, Deprecated, Retired, or Rejected.",Status must not be inferred from document age or usage frequency.,,Approved,Book I Constitutional Governance and Decision 58,"Book II Chapters 29, 30, and 35","Book III Chapters 1, 3, 4, 8, and 9",Book X semantic-governance choice constrained by higher-order sources,1.0,"A dependent artifact cites `HAL-TERM-0160` when it uses **Term Status** with this exact governed meaning: The controlled state of a Term Record: Proposed, Candidate, Approved, Deprecated, Retired, or Rejected.",A dependent artifact uses **Term Status** in a way that violates its required distinction: Status must not be inferred from document age or usage frequency.,,Status must not be inferred from document age or usage frequency.,
HAL-TERM-0161,Cross-Book Term Index,12,Governance,Traceability index,"The mapping from each Canonical Term to its authoritative source, Book X record, and known use across the HAL canon.","It is an index, not a substitute for reading the governing source.",,Approved,Book I Constitutional Governance and Decision 58,"Book II Chapters 29, 30, and 35","Book III Chapters 1, 3, 4, 8, and 9",Book X semantic-governance choice constrained by higher-order sources,1.0,"A dependent artifact cites `HAL-TERM-0161` when it uses **Cross-Book Term Index** with this exact governed meaning: The mapping from each Canonical Term to its authoritative source, Book X record, and known use across the HAL canon.","A dependent artifact uses **Cross-Book Term Index** in a way that violates its required distinction: It is an index, not a substitute for reading the governing source.",HAL-REL-0049,"It is an index, not a substitute for reading the governing source.",
HAL-TERM-0162,Semantic Compatibility,12,Governance,Compatibility relation,The condition in which a terminology or information-model change preserves the valid interpretation and obligations of dependent artifacts within declared scope.,Textual similarity alone does not establish Semantic Compatibility.,,Approved,Book I Constitutional Governance and Decision 58,"Book II Chapters 29, 30, and 35","Book III Chapters 1, 3, 4, 8, and 9",Book X semantic-governance choice constrained by higher-order sources,1.0,A dependent artifact cites `HAL-TERM-0162` when it uses **Semantic Compatibility** with this exact governed meaning: The condition in which a terminology or information-model change preserves the valid interpretation and obligations of dependent artifacts within declared scope.,A dependent artifact uses **Semantic Compatibility** in a way that violates its required distinction: Textual similarity alone does not establish Semantic Compatibility.,,Textual similarity alone does not establish Semantic Compatibility.,
HAL-TERM-0163,Trust Domain,10,Trust,Governance context,"A bounded identity, policy, evidence, security, privacy, and accountability context within which trust assumptions and controls are evaluated.",Trust Domain is the generic concept. An External Trust Domain is a Trust Domain outside HAL's native governance boundary and requires governed cross-domain exchange.,,Approved,Book I Decisions 49 and 52,"Book II Chapters 18, 21, and 24",Book III Chapter 5,Derived semantic synthesis required by the Book X scope,1.0,"A dependent artifact cites `HAL-TERM-0163` when it uses **Trust Domain** with this exact governed meaning: A bounded identity, policy, evidence, security, privacy, and accountability context within which trust assumptions and controls are evaluated.",A dependent artifact uses **Trust Domain** in a way that violates its required distinction: Trust Domain is the generic concept. An External Trust Domain is a Trust Domain outside HAL's native governance boundary and requires governed cross-domain exchange.,HAL-REL-0050,Trust Domain is the generic concept. An External Trust Domain is a Trust Domain outside HAL's native governance boundary and requires governed cross-domain exchange.,
